Taimekaitsevahendi ID,Taimekaitsevahendi nimi,Taimekaitsevahendi liik,Taimekaitsevahendi alamliik,Preparatiivne vorm,Loa valdaja,Loa valdaja aadress,On keemiline,Registreerimise number,Registreerimise kuupäev,Turulelaskmise loa lõpptähtaeg,Müüdav tunnistusega,Ohutuslaused hoiatuslaused,Riskilaused ohulaused,Ohtlikkuse kategooria,Ohumärgid piktogrammid ja tunnussõna,Ohtlikud ained etiketil,Taimekaitsevahendi tootja aadress,Taimekaitsevahendi pakendaja,Pakendi suurus,Vabamüügis olevad pakendid,EL kombineeritud nomenklatuur
15,Betanal,Herbitsiid,,Suspoemulsioon,BAYER AG,"Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Germany",True,15,2009-05-07,2027-09-30,False,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P264 Pärast käitlemist pesta hoolega käsi ja nägu.","H410 Väga mürgine veeorganismidele, pikaajaline toime;H319 Põhjustab tugevat silmade ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2,GHS09;GHS07;Hoiatus,"fenmedifaam, etoksüleeritud isotridekanool, rasvalkoholi etoksülaat, naatriumdokusaat","Kaiser-Wilhelm-Allee 1, 51373 Leverkusen, Germany",1) Bayer AG; 2) UAB Inovacine “MKDS”,,"30 ml, 100 ml, 1,0 l, 5,0 l",38089317
00970,Luna Sensation,Fungitsiid,,Suspensioonikontsentraat,BAYER AG,"ChemPark, 41538 Dormagen, Germany",True,00970,2026-02-20,2027-06-30,True,"P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P263 Vältida kokkupuudet raseduse/imetamise ajal. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3  Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest ja kasutada 90% triivivähendavaid otsakuid.;P391 Mahavoolanud toode kokku koguda. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P260 Udu/auru/pihustatud ainet mitte sisse hingata.;P308+P311 Kokkupuute korral: võtta ühendust MÜRGISTUSTEABEKESKUSE/arstiga","H302 Allaneelamisel kahjulik;H317 Võib põhjustada allergilist nahareaktsiooni;H362 Võib kahjustada rinnaga toidetavat last;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Äge mürgisus - Acute Tox. 4;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Reproduktiivtoksilisus - Lact.,GHS07;GHS09;Hoiatus,fluopüraam; trifloksüstrobiin,"16, rue Jean-Marie Leclair, CS 90106, 69266 Lyon Cedex 09, France",Bayer AG,"50 mL, 100 mL, 250 mL, 500 mL, 1L, 3L, 5L, 10L, 15L HDPE mahuti",,38089250
00840,Umbrohutõrje Hobby,Herbitsiid,,"Emulsioon, õli vees",EVERGREEN GARDEN CARE POLAND SP. Z.O.O.,"ul. Ostrobramska 101A, 04-041 Warszawa, Poland",True,00840,2023-02-14,2027-12-01,True,"SPe4 Veeorganismide / muude kui sihtrühma taimede kaitsmiseks mitte kasutada mitteläbilaskvatel pinnastel, nagu näiteks asfalt, betoon, tänavakivid, raudteerööpad, ja teistel juhtudel, kus on suur äravoolu oht.;SP1 Vältida vahendi või selle pakendi vette sattumist.",EUH208 Sisaldab 5-kloro-2-metüül-4-isotiasoliin-3-ooni ja 2-metüül-2H-isotiasool-3-ooni segu. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,,"5-kloro-2-metüül-4-isotiasool-3-ooni 
ja 2-metüül-2H-isotiasool-3-ooni segu","ul. Ostrobramska 101A, 04-041 Warszawa, Poland",Evergreen Garden Care Poland Sp. z o. o.,,"0,8 L ; 1 L PET bottle
0,8 L ; 1 L ; 3 L ; 5 L HDPE bottle
0,8 L ; 1 L ; 3 L ; 5 L HDPE/F bottle",38089327
580,Difcor 250 EC,Fungitsiid,,Emulsioonikontsentraat,GLOBACHEM N.V.,"Brustem Industriepark, Lichtenberglaan 2019, B-3800 Sint-Truiden",True,580,2015-12-21,2027-03-15,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P331 MITTE kutsuda esile oksendamist. ;P301+P310 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 20 m (õunapuude, pirnipuude ja puukoolide pritsimisel) või 5 m (talirapsi, spargli, söögipeedi, siguri, aed-piimjuure, porgandi, juurpeterselli, pastinaagi, juurselleri, aed-mädarõika, naeri, kaalika, varsselleri, apteegitilli, brokoli, lillkapsa, peakapsa, brüsseli kapsa, spinati, lehtpeedi, rooside, maitsetaimede ja seemnest kasvatatavate dekoratiivtaimede pritsimisel) pinnaveekogudest;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ","H351 Arvatavasti põhjustab vähktõbe;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime;H319 Põhjustab tugevat silmade ärritust;H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H302 Allaneelamisel kahjulik",Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1;Raske silmakahjustus/silmade ärritus - Eye Irrit. 2;Hingamiskahjustused - Asp. Tox. 1;Äge mürgisus - Acute Tox. 4,GHS09;GHS08;GHS07;Ettevaatust,difenokonasool,"Brustem Industriepark, Lichtenberglaan 2019, 3800 Sint Truiden, Belgium",Globachem N.V.,"1 l PE/PA pudel, 5 l PE/PA konteiner",,38089250
00972,Basagran SG,Herbitsiid,,Vees dispergeeruvad graanulid,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu",True,00972,2026-02-26,2028-10-31,True,"SPe1 Põhjavee kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab bentasooni, rohkem kui 960 g bentasooni hektari kohta samal põllul kolme aasta jooksul.;P261 Vältida pihustatud aine sissehingamist.;P264 Pärast käitlemist pesta hoolega käsi ja nägu.;P280 Kanda kaitsekindaid, kaitserõivastust ja kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P305+P351+P338+ P310 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m pinnaveekogudest. Mittesihtmärktaimede kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 5 m põllumajanduses mittekasutatavast maast või kasutada 50 % triivi vähendavaid otsakuid.;SPe2 Põhjavee kaitsmiseks mitte kasutada nitraaditundlikul alal.;P337+P313 Kui silmade ärritus ei möödu: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ","H302 Allaneelamisel kahjulik;H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H361d Arvatavasti kahjustab loodet;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Äge mürgisus - Acute Tox. 4;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Reproduktiivtoksilisus - Repr. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 3,GHS05;GHS07;GHS08;GHS09;Ettevaatust,bentasoon,"Carl-Bosch-Straße 38, 67056 Ludwigshafen, Germany",BASF Agricultural Solutions Deutschland GmbH,0.04-6 kg HDPE mahuti,,38089327
499,DIFEND,Puhtimispreparaat;Fungitsiid,,Suspensioonikontsentraat seemnete puhtimiseks,GLOBACHEM N.V.,"Brustem Industriepark, Lichtenberglaan 2019, B-3800 Sint-Truiden",True,499,2013-02-27,2027-03-15,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P273 Vältida sattumist keskkonda. ;P102 Hoida lastele kättesaamatus kohas.","H351 Arvatavasti põhjustab vähktõbe;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H411 Mürgine veeorganismidele, pikaajaline toime",Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Chronic 2,GHS09;GHS08;Hoiatus,difenokonasool,"Brustem Industriepark, Lichtenberglaan 2019, 3800 Sint-Truiden, Belgium",Globachem N.V.,"1 l, 5 l, 10 l, 20 l, 50 l, 200 l, 1000 l",,38089250
602,Difend Extra FS,Fungitsiid;Puhtimispreparaat,,Suspensioonikontsentraat,GLOBACHEM N.V.,"Brustem Industriepark, Lichtenberglaan 2019, B-3800 Sint-Truiden",True,602,2016-03-07,2027-03-15,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P391 Mahavoolanud toode kokku koguda. ;P273 Vältida sattumist keskkonda. ;P102 Hoida lastele kättesaamatus kohas.;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.","H351 Arvatavasti põhjustab vähktõbe;EUH208 Sisaldab 1,2-bensisotiasool-3-ooni. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Ohtlik vesikeskkonnale - Aquatic Acute 1,GHS08;GHS09;Hoiatus,"1,2-bensoisotiasool-3(2H)-oon; difenokonasool","Brustem Industriepark, Lichtenberglaan 2019, B-3800 Sint-Truiden, Belgium",Globachem N.V.,"1 l HDPE pudel, 5 l HDPE kanister, 10 l HDPE kanister, 20 l HDPE kanister, 50 l kanister, 200 l HDPE vaat, 1000 l HDPE konteiner",,38089240
430,Kalif 360 CS,Herbitsiid,,Kapselsuspensioon,ADAMA REGISTRATIONS B.V.,"P.O. Box 355, 3830 AK Leusden, The Netherlands",True,430,2012-02-10,2026-06-15,True,SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P102 Hoida lastele kättesaamatus kohas.;P391 Mahavoolanud toode kokku koguda. ,"H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;EUH208 Sisaldab 1,2-bensisotiasool-3-ooni. Võib esile kutsuda allergilise reaktsiooni.",Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS09;Hoiatus,,"Industrial Zone, P.O.Box 262, Ashdod 77102, Israel; Sipcam S.p.A, Via Sempione,195, 20016 Pero (MI), Italy",ADAMA Agan Ltd,"1 l HDPE pudel, 1 l HDPE ristkülikukujuline pudel, 5 l HDPE kanister",,38089327
379,Medax Top,Kasvuregulaator,,Suspoemulsioon,BASF UAB,"Spaudos g. 6-1, LT-05132 Vilnius, Leedu",True,379,2010-06-17,2027-05-31,True,"SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ",H319 Põhjustab tugevat silmade ärritust;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H302 Allaneelamisel kahjulik,Raske silmakahjustus/silmade ärritus - Eye Irrit. 2,GHS07;Hoiatus,kaltsium kloriid,"Carl-Bosch-Straße 38, 67057 Ludwigshafen, Germany",BASF SE,5 l HDPE konteiner,,38089390
674,Elatus Era,Fungitsiid,,Emulsioonikontsentraat,SYNGENTA POLSKA SP. Z.O.O.,"Ul. Szamocka 8, 01-748 Warszawa",True,674,2017-05-08,2027-08-02,True,"P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P310 Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ;P403+P233 Hoida hästi ventileeritavas kohas. Hoida mahuti tihedalt suletuna. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P261 Vältida auru ja pihustatud aine sissehingamist;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 10 m pinnaveekogudest.;P405 Hoida luku taga. ","H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H335 Võib põhjustada hingamisteede ärritust;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Mürgisus sihtelundi suhtes – ühekordne kokkupuude - STOT SE 3;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS05;GHS07;GHS09;Ettevaatust,"Toode sisaldab ohtlikke aineid bensovindiflupüür, oktaanhappe, dekaanhappe ja N,N-dimetüülamiidi segu, benseensulfoonhappe C10-C13 alküülderivaatide kaltsiumsool","CH 4002 – Basel, Šveits",Syngenta Crop Protection,"1 l HDPE/PA või f-HDPE või PET kanister, 5 l HDPE/PA või f-HDPE kanister, 10 l HDPE/PA või f-HDPE kanister, 20 l HDPE/PA või f-HDPE kanister",,38089250
00971,ERILUBA SIVANTO ENERGY,Insektitsiid,,Emulsioonikontsentraat,EESTI PÕLLUMAJANDUS-KAUBANDUSKODA,,True,00971,2026-04-01,2026-07-30,True,"P261 Vältida udu/auru/pihustatud aine sissehingamist.;P264 Pärast käitlemist pesta hoolega vahendiga kokkupuutunud kehaosi.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P304+P340 SISSEHINGAMISE KORRAL: toimetada kannatanu värske õhu kätte ja asetada mugavasse puhkeasendisse, mis võimaldab kergesti hingata.;P333+P313 Nahaärrituse või lööbe korral: pöörduda arsti poole. ;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe2 Veeorgansmide kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab flupüradifurooni rohkem kui üks kord kolme aasta jooksul.;SPe8 Mesilaste ja teiste tolmeldajate kaitseks võib lubatud kultuure pritsida etiketil kinnitatud kasvufaasides ajavahemikus 22:00-05:00. Õitseva umbrohu olemasolu korral mitte kasutada.;P305+P351+P338+ P310 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P312 Halva enesetunde korral võtta ühendust MÜRGISTUSTEABEKESKUSE või arstiga.;P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P321 Nõuab eriravi (vt Esmaabi käesoleval etiketil).;SPe3 Veeorganismide kaitseks hoida 20 m puhvervööndit pinnaveekogudest ja kasutada 90% triivivähendavaid otsakuid.;SPe3 Mittesihtmärklülijalgsete kaitsmiseks pidada kinni kulunormile vastavast puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.","H317 Võib põhjustada allergilist nahareaktsiooni;H318 Põhjustab raskeid silmakahjustusi;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H302+H332 Allaneelamisel või sissehingamisel kahjulik",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1;Äge mürgisus - Acute Tox. 4;Hingamisteede/naha sensibiliseerimine - Skin Sens. 1;Raske silmakahjustus/silmade ärritus - Eye Dam. 1,GHS05;GHS07;GHS09;Ettevaatust,fludipüradifuroon; deltametriin; propüleenkarbonaat,"Bayer S.A.S., 16, rue Jean-Marie Leclair,
CS 90106,
69266 Lyon Cedex 09,
France",,"50 mL, 100 mL, 250 mL, 500 mL, 1 L, 3 L, 5 l, 10 L, 15 L HDPE mahutid",,38089190
608,TALIUS,Fungitsiid,,Emulsioonikontsentraat,CORTEVA AGRISCIENCE DENMARK A/S,"Langebrogade 3H, 1411 København K, Denmark",True,608,2016-04-07,2027-05-15,True,"P362+P364 Võtta seljast saastunud rõivad ja pesta enne korduskasutust;P391 Mahavoolanud toode kokku koguda. ;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P308+P313 Kokkupuute või kokkupuutekahtluse korral: pöörduda arsti poole. ;P201 Enne kasutamist tutvuda erijuhistega.;P280 Kanda kaitsekindaid, kaitserõivastust, kaitseprille ja kaitsemaski.;P302+P352 NAHALE SATTUMISE KORRAL: pesta rohke vee ja seebiga. ;P305+P351+P338 SILMA SATTUMISE KORRAL: loputada mitme minuti jooksul ettevaatlikult veega. Eemaldada kontaktläätsed, kui neid kasutatakse ja kui neid on kerge eemaldada. Loputada veel kord. ;P310 Võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;SPe3 Veeorganismide kaitsmiseks pidada kinni puhvervööndite ja triivi vähendavate otsakute kombinatsioonist, mille leiab infolehel vastavast tabelist.;SPe3 Mittesihtmärktaimede kaitsmiseks pidada kinni õunapuudel ja pirnipuudel 15 m puhvervööndist mittepõllumajanduslikust maast või kasutada 50 % triivi vähendavaid otsakuid kombinatsioonis 5 m puhvervööndiga või kasutada 75 % triivi vähendavaid otsakuid kombinatsioonis 3 m puhvervööndiga.","H372 Kahjustab elundeid (maks ja kilpnääre) pikaajalisel või korduval kokkupuutel.;H315 Põhjustab nahaärritust;H318 Põhjustab raskeid silmakahjustusi;H351 Arvatavasti põhjustab vähktõbe;H410 Väga mürgine veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Nahasöövitus/-ärritus - Skin Irrit. 2;Raske silmakahjustus/silmade ärritus - Eye Dam. 1;Kantserogeensus - Carc. 2;Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS05;GHS08;GHS09;Ettevaatust,Sisaldub ohtlikke aineid: prokinasiid (CAS-nr: 189278-12-4) ja kaltsium-dodetsüülbenseensulfonaat (CAS-nr: 26264-06-2,"Route de Suisse 160, 1290 Versoix, Switzerland",Corteva Agriscience Denmark A/S,"250 ml PET pudel, 1 l HDPE pudel",,38089290
521,Fibro,Insektitsiid,,Emulsioonikontsentraat,CERTIS BELCHIM B.V.,"Stadsplateau 16, 3521 AZ Utrecht, The Netherlands",True,521,2014-05-12,2028-03-31,True,"P331 MITTE kutsuda esile oksendamist. ;P405 Hoida luku taga. ;P301+P310 ALLANEELAMISE KORRAL: võtta viivitamata ühendust MÜRGISTUSTEABEKESKUSE või arstiga. ;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;SPe1 Mullaorganismide kaitsmiseks mitte kasutada seda või ükskõik millist muud vahendit, mis sisaldab parafiinõli rohkem kui 8 kasutuskorda aastas kartulil kasutada igal 3. aastal.;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 30 meetrit pinnaveekogudest kui toodet kasutatakse viljapuuaedades.;SPe8 Keelatud kasutada õitsvatel põllumajanduskultuuridel ja umbrohtudel. Kui ei esine õitsvaid taimi, siis on lubatud kasutada ajavahemikus 22:00-05:00. Erandina võib tõrjuda lehetäisid kartuli õitsemise ajal ajavahemikus 22:00-05:00.","H304 Allaneelamisel või hingamisteedesse sattumisel võib olla surmav;H412 Ohtlik veeorganismidele, pikaajaline toime;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit",Hingamiskahjustused - Asp. Tox. 1;Ohtlik vesikeskkonnale - Aquatic Chronic 3,GHS08;Ettevaatust,,"Z.I., Rue du Buisson du Roi, 60880 Le Meux, France.",Comptoir Commercial des Lubrifiants,"5 l, 20 l",,38089190
00969,VITROL GB,Molluskitsiid,,Kasutusvalmis sööt,BROS SP. Z O.O.,"Karpia 24, 61-619 Poznań, Poola",True,00969,2026-02-17,2036-08-03,True,SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).,EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,Puudub,,"Karpia 24, 61-619 Poznań, Poola",BROS Spółka z ograniczoną odpowiedzialnością sp.k.,"Mahuti: 100 g – 1kg
Ämber: 0.5 kg – 25 kg
Kott: 0.5 kg – 50 kg
Kott: 0.1 kg – 5 kg
Kott + pappkast: 0.1 kg – 10 kg
Big bag: 100 kg – 1000 kg","Mahuti: 100 g – 1kg
Ämber: 0.5 kg – 15 kg
Kott: 0.5 kg – 15 kg
Kott: 0.1 kg – 5 kg
Kott + pappkast: 0.1 kg – 10 kg",38089990
00682,IRONMAX PRO,Molluskitsiid,,Kasutusvalmis sööt,DE SANGOSSE S.A.S.,"Bonnel - BP5, F-47480 Pont du Casse, France",True,00682,2017-12-07,2031-12-31,True,"P101 Arsti poole pöördudes võtta kaasa toote pekend või etikett.;P102 Hoida lastele kättesaamatus kohas.;P270 Toote käitlemise ajal mitte süüa, juua ega suitsetada. ;P280 Kanda kaitsekindaid ja kaitserõivastust.;SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).",EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit,Klassifikatsioon puudub,,,"Bonnel - BP5, F-47480 Pont du Casse, France","1) De Sangosse S.A.S.
2) Baltic Agro AS
3) Scandagra Eesti AS",1–5 kg; 5–25 kg; 200–1000 kg,1–5 kg; 5–25 kg,38089990
385,Chorus 50 WG,Fungitsiid,,Vees dispergeeruvad graanulid,SYNGENTA POLSKA SP. Z.O.O.,"Ul. Szamocka 8, 01-748 Warszawa",True,385,2010-10-01,2027-10-31,True,SP1 Vältida vahendi või selle pakendi vette sattumist (Seadmeid pinnavee lähedal mitte puhastada/Vältida saastamist läbi lauda ja teede drenaažide).;P501 Sisu/mahuti kõrvaldada vastavalt kohalikule seadusandlusele;P391 Mahavoolanud toode kokku koguda. ;SPe3 Veeorganismide kaitsmiseks pidada kinni mittepritsitavast puhvervööndist 15 m pinnaveekogudest.,"EUH208 Sisaldab tsüprodiniili. Võib esile kutsuda allergilise reaktsiooni.;EUH401 Inimeste tervise ja keskkonna ohustamise vältimiseks järgida kasutusjuhendit;H410 Väga mürgine veeorganismidele, pikaajaline toime",Ohtlik vesikeskkonnale - Aquatic Acute 1;Ohtlik vesikeskkonnale - Aquatic Chronic 1,GHS09;Hoiatus,Tsüprodiniil. Võib põhjustada allergilist reaktsiooni.,"CH - 1870 Monthey, Switzerland","1)Syngenta Crop Protection Monthey SA
2) 200 g ümberpakendaja (re-packing into 200 g packages- PET, ALU or PE) -  Baltic Agro AS","200 g, 300 g, 1 kg, 5 kg","200 g, 300 g",38089290
